,Unnamed: 0,Id,Category,Tweet
2640,2904,633699293875040256,neutral,"['programmableweb', 'will', 'oracl', 'final', 'put', 'it', 'tax', 'on', 'android', 'on', 'june', 'the', 'us', 'suprem', 'court', 'dump', 'the', 'wh']"
2641,2905,633743702335209474,positive,"['with', 'one', 'of', 'the', 'greatest', 'ux', 'innov', 'dure', 'oracl', 'mdcth', 'anniversari', 'celebr', 'plunginoracleday']"
2642,2906,633760811400323072,positive,"['alreadi', 'in', 'the', 'el', 'salvador', 'look', 'forward', 'to', 'share', 'knowledg', 'with', 'oracl', 'peopl', 'here', 'see', 'you', 'tomorrow']"
2643,2907,633899915194724352,neutral,"['all', 'i', 'want', 'is', 'to', 'be', 'at', 'oracl', 'on', 'a', 'wednesday', 'night', 'with', 'someon', 'special']"
2644,2908,633976104450043904,positive,"['the', 'connect', 'in', 'respect', 'to', 'oracl', 'strategi', 'entryway', 'thest', 'five', 'hundr', 'dollar', 'psipsfh']"
2645,2909,634011334603055104,positive,"['you', 'may', 'think', 'of', 'oracl', 'consult', 'as', 'a', 'one', 'time', 'pad', 'for', 'destini', 'if', 'you', 'are', 'crypto', 'logic', 'inclin']"
2646,2910,634040784380006400,positive,"['watch', 'myst', 'attempt', 'at', 'make', 'a', 'narr', 'gamemovi', 'with', 'homag', 'to', 'oracl', 'xboxon', 'batmanarkhamknight']"
2647,2911,634315943947173888,neutral,"['pleas', 'be', 'advis', 'read', 'oracl', 'legaci', 'may', 'caus', 'heighten', 'imagin', 'proceed', 'with', 'care', 'ebook']"
2648,2913,634375488241274880,neutral,"['i', 'highli', 'recommend', 'anyon', 'who', 'cheer', 'on', 'oracl', 'su', 'android', 'over', 'java', 'api', 'to', 'listen', 'to', 'the', 'latest']"
2649,2914,634407834260779008,neutral,"['we', 'call', 'thi', 'takeov', 'rumor', 'in', 'mtg', 'with', 'oracl', 'via']"
2650,2915,634412433268830208,neutral,"['whi', 'oracl', 'just', 'bought', 'a', 'market', 'compani', 'call', 'maxymis', 'oracl', 'on', 'thursday', 'announc', 'that', 'it', 'wa', 'buy', 'new']"
2651,2916,634463903183867904,positive,"['fyi', 'my', 'other', 'favorit', 'book', 'in', 'that', 'seri', 'is', 'theth', 'oracl', 'moon', 'the', 'begin', 'hit', 'me', 'so', 'hard', 'everi', 'time']"
2652,2917,634493692087259136,positive,"['the', 'weeknd', 'come', 'to', 'oracl', 'with', 'travi', 'scott', 'in', 'decemb', 'oh', 'my']"
2653,2918,634758871588962304,positive,"['our', 'read', 'team', 'amp', 'nation', 'career', 'servic', 'advis', 'will', 'be', 'in', 'the', 'oracl', 'read', 'on', 'wedsth', 'fromam', 'topm', 'drop', 'in', 'for', 'info', 'amp', 'advic']"
2654,2919,634838845687758848,negative,"['it', 'friday', 'night', 'and', 'im', 'learn', 'about', 'oracl', 'sql', 'develop', 'sort', 'it', 'out', 'daniel', 'i', 'should', 'be', 'get', 'drunk']"
2655,2920,634971143540097024,positive,"['thi', 'is', 'awesom', 'i', 'could', 'not', 'agre', 'more', 'about', 'oracl']"
2656,2922,635265103055556608,negative,"['onnd', 'thought', 'i', 'would', 'have', 'cute', 'kitti', 'and', 'you', 'could', 'have', 'my', 'cnbc', 'obsess', 'oracl', 'employ', 'somewhat', 'grumpi', 'husband', 'deal']"
2657,2923,635313682914783232,positive,"['good', 'for', 'you', 'ill', 'have', 'a', 'peek', 'tomorrow', 'mind', 'you', 'i', 'have', 'an', 'oracl', 'drop', 'by', 'that', 'is', 'most', 'import']"
2658,2924,635556689987506176,neutral,"['oracl', 'at', 'the', 'well', 'for', 'augustrd', 'inspir', 'bethechang', 'beyourself', 'health']"
2659,2925,635647761954807808,neutral,"['think', 'about', 'buy', 'mscd', 'oracl', 'databas', 'exam', 'oracleg', 'sqlnd', 'casteel', 'rea', 'via']"
2660,2926,635699092182536192,neutral,"['yeah', 'for', 'your', 'recoveri', 'tomorrow', 'i', 'shall', 'bring', 'you', 'to', 'oracl', 'misha', 'answer', 'uh', 'alright', 'then', 'thank', 'misha', 'you', 'pat', 'misha', 'head']"
2661,2927,635713078991032320,positive,"['ticket', 'are', 'or', 'but', 'im', 'get', 'the', 'oneeee', 'lol', 'i', 'just', 'need', 'to', 'know', 'who', 'down', 'frfr', 'decemb', 'at', 'oracl']"
2662,2928,635922207978352640,neutral,"['ibm', 'unix', 'server', 'ibm', 's', 'lose', 'ground', 'with', 'unix', 'and', 'oracl', 'may', 'follow', 'sorri', 'idc', 'repor', 'car', 'insur']"
2663,2929,636023739575074816,positive,"['creat', 'some', 'new', 'jewelri', 'tonight', 'photo', 'to', 'be', 'post', 'tomorrow', 'along', 'with', 'an', 'oracl', 'read', 'keep', 'an', 'eye']"
2664,2930,636179293589118976,negative,"['whoever', 'decid', 'how', 'oracl', 'doe', 'date', 'arithmet', 'is', 'get', 'kick', 'into', 'the', 'sun']"
2665,2931,636392093385015296,neutral,"['who', 'want', 'to', 'go', 'see', 'the', 'weeknd', 'with', 'me', 'at', 'oracl', 'on', 'decth']"
2666,2932,636528730274443264,neutral,"['it', 'seem', 'to', 'be', 'half', 'dead', 'sun', 'work', 'at', 'some', 'point', 'to', 'take', 'the', 'jvm', 'on', 'xen', 'but', 'i', 'dont', 'know', 'if', 'oracl', 'kept', 'thi', 'project', 'aliv']"
2667,2933,636660777991057408,neutral,"['oracl', 'stock', 'market', 'crash', 'black', 'wednesday', 'ralli', 'crush', 'the', 'bear']"
2668,2934,636721819651866624,neutral,"['we', 'sat', 'down', 'with', 'member', 'of', 'the', 'zombi', 'and', 'odessey', 'and', 'oracl', 'music', 'feedli']"
2669,2935,636904837356081152,positive,"['regist', 'today', 'for', 'the', 'premier', 'fall', 'event', 'in', 'utah', 'for', 'oracl', 'technologist', 'fall', 'symposium', 'is', 'on', 'septrd']"
2670,2936,636966996802842628,neutral,"['prefer', 'the', 'saturday', 'show', 'at', 'oracl', 'though', 'first', 'show', 'alway', 'better', 'than', 'late', 'add', '+', 'can', 'tu', 'after']"
2671,2937,637063578642583552,positive,"['mdm', 'oracl', 'is', 'back', 'see', 'her', 'again', 'and', 'the', 'rest', 'of', 'spit', 'thi', 'saturday', 'at', 'eastwood']"
2672,2938,637116035833815040,positive,"['ticket', 'start', 'at', 'and', 'it', 'at', 'oracl', 'on', 'dec']"
2673,2939,637190881070727169,positive,"['my', 'new', 'sound', 'thank', 'god', 'it', 'friday', 'prod', 'by', 'oracl', 'master', 'by', 'stix', 'n', 'snarez', 'on', 'soundcloud']"
2674,2940,637284425676361728,positive,"['join', 'oracl', 'on', 'monday', 'enjoy', 'veri', 'much', 'the', 'hire', 'process', 'look', 'forward', 'to', 'improv', 'oracl', 'footprint', 'in', 'asia']"
2675,2941,637597773911691264,neutral,"['oraclest', 'at', 'the', 'top', 'and', 'head', 'right', 'look', 'downwind', 'etnz', 'will', 'follow', 'them', 'behind', 'then', 'go', 'left', 'for', 'the', 'split']"
2676,2942,637599917687615488,neutral,"['oracl', 'lead', 'at', 'the', 'bottom', 'gate', 'didnt', 'see', 'where', 'it', 'happen', 'but', 'etnz', 'go', 'past', 'us', 'and', 'arend', 'at', 'the', 'gate', 'bringthecuphom']"
2677,2943,637601276805648384,positive,"['oracl', 'take', 'theirnd', 'win', 'of', 'the', 'day', 'bringthecuphom']"
2678,2944,637730364614537216,neutral,"['an', 'oracl', 'cast', 'a', 'spell', 'so', 'that', 'she', 'may', 'see', 'the', 'futur', 'shadow', 'in', 'mysteri', 'amwrit', 'amwritingfantasi']"
2679,2945,637949759781773312,neutral,"['artemi', 'go', 'thro', 'with', 'a', 'huge', 'lead', 'etnz', 'have', 'a', 'puff', 'amp', 'are', 'extend', 'to', 'go', 'thro', 'gatend', 'we', 'arerd', 'oracleth', 'bringthecuphom']"
2680,2946,637957399484215296,positive,"['oracl', 'just', 'sneak', 'into', 'lead', 'from', 'the', 'leeward', 'start', 'softbanknd', 'we', 'are', 'third', 'but', 'gybe', 'at', 'the', 'mark', 'bringthecuphom']"
2681,2947,637958854429515776,positive,"['oracl', 'in', 'lead', 'softbanknd', 'but', 'look', 'like', 'they', 'have', 'made', 'a', 'big', 'gain', 'ye', 'softbank', 'go', 'into', 'the', 'lead', 'bringthecuphom']"
2682,2948,637967703672754176,positive,"['at', 'the', 'end', 'of', 'acwsgothenburg', 'etnz', 'lead', 'overal', 'withpt', 'then', 'oracl', 'onpt', 'and', 'we', 'arerd', 'onpt', 'bringthecuphom']"
2683,2949,638267994641010690,neutral,"['thank', 'you', 'kind', 'of', 'what', 'i', 'wa', 'think', 'on', 'you', 'think', 'oracl', 'may', 'have', 'been', 'a', 'player', 'later', 'on']"
2684,2950,638821054253694976,negative,"['my', 'sister', 'want', 'me', 'to', 'workout', 'with', 'her', 'at', 'the', 'crack', 'of', 'dawn', 'tomorrow', 'in', 'oracl']"
2685,2951,638823487293952000,positive,"['plz', 'halp', 'i', 'need', 'to', 'see', 'the', 'weeknd', 'at', 'the', 'oracl', 'in', 'decemb']"
2686,2952,638841199776919552,positive,"['dale', 'sun', 'doesnt', 'use', 'oracl', 'he', 'is', 'the', 'oracl']"
2687,2953,638847579569135616,positive,"['my', 'friend', 'and', 'i', 'work', 'on', 'the', 'deck', 'he', 'gotrd', 'play', 'coil', 'oracl', 'which', 'i', 'recommend']"
2688,2954,638925237153857536,neutral,"['start', 'read', 'the', 'oracl', 'legaci', 'trilog', 'free', 'download', 'thest', 'book', 'children', 'of', 'sun', 'nook', 'ebook']"
2689,2955,639061211552817152,positive,"['great', 'day', 'so', 'far', 'if', 'your', 'at', 'the', 'event', 'well', 'be', 'present', 'with', 'oracl', 'on', 'predictiveanalyt', 'in', 'healthcar', 'tomorrow', 'exponh']"
2690,2956,639108481774022656,neutral,"['it', 'wa', 'invent', 'by', 'jame', 'gosl', 'at', 'sun', 'microsystem', 'which', 'wa', 'acquir', 'by', 'oracl', 'the', 'languag', 'is', 'primarili', 'base', 'on', 'c', 'and', 'c++']"
2691,2957,639184289905569792,neutral,"['octth', 'in', 'houston', 'but', 'if', 'you', 'tri', 'to', 'go', 'to', 'oracl', 'it', 'theth', 'of', 'februari']"
2692,2958,639230557667368960,neutral,"['it', 'start', 'in', 'the', 'sun', 'year', 'befor', 'even', 'oracl', 'came', 'into', 'the', 'pictur']"
2693,2959,639249486246604800,neutral,"['a', 'market', 'that', 'they', 'had', 'alreadi', 'lost', 'by', 'the', 'time', 'oracl', 'bought', 'sun', 'but', 'yeah', 'the', 'api', 'is', 'the', 'worst', 'part', 'of', 'java']"
2694,2960,639377353903206400,positive,"['oracl', 'recogn', 'r', 'system', 'intern', 'limit', 'for', 'achiev', 'theirst', 'exastack', 'readi', 'design', 'check', 'it', 'out']"
2695,2961,639453580911448064,positive,"['tri', 'out', 'a', 'new', 'life', 'purpos', 'oracl', 'deck', 'todayon', 'free', 'card', 'careerlif', 'purpos', 'read', 'if', 'you', 'commentst', 'on', 'fb']"
2696,2962,639459793246269440,positive,"['hi', 'thank', 'for', 'your', 'great', 'contribut', 'in', 'oracl', 'and', 'i', 'hope', 'one', 'day', 'i', 'may', 'reach', 'your', 'level', 'god', 'bless', 'you']"
2697,2963,639548708166615040,neutral,"['oracl', 'set', 'the', 'date', 'for', 'it', 'first', 'quarter', 'fiscal', 'year', 'earn', 'announc', 'redwood', 'shore', 'ca', 'mar']"
2698,2964,639877117598023680,neutral,"['lol', 'bruh', 'pl', 'dont', 'miss', 'ur', 'flight', 'tommorow', 'i', 'had', 'you', 'win', 'with', 'oracl', 'atrd', 'profnd']"
2699,2965,639909879138791424,negative,"['what', 'agit', 'me', 'is', 'the', 'dumb', 'thing', 'oracl', 'doe', 'chang', 'behavior', 'of', 'program', 'but', 'dont', 'chang', 'error', 'check', 'fail']"
2700,2966,639927788862967808,positive,"['hi', 'new', 'york', 'peep', 'did', 'you', 'know', 'that', 'you', 'can', 'see', 'oracl', 'summon', 'the', 'apgrod', 'and', 'a', 'whole', 'host', 'of', 'other', 'altgam', 'at', 'on', 'theth']"
2701,2967,640117779757187072,positive,"['what', 'make', 'a', 'great', 'test', 'leader', 'discuss', 'with', 'at', 'sqgne', 'wed', 'sept', 'pm', 'oracl', 'one', 'network', 'dr', 'burlington', 'ma']"
2702,2968,640144488388759552,neutral,"['oracl', 'so', 'transpar', 'bought', 'sun', 'just', 'to', 'avoid', 'to', 'block', 'the', 'friend', 'be', 'support', 'n', 'shit']"
2703,2969,640154322978914305,positive,"['oracl', 'memcach', 'engag', 'api', 'all', 'run', 'in', 'docker', 'you', 'may', 'applaud', 'now', 'if', 'youd', 'like']"
2704,2970,640629592382943232,negative,"['java', 'wa', 'dead', 'the', 'day', 'sun', 'die', 'im', 'surpris', 'so', 'mani', 'toler', 'the', 'bullshit', 'oracl', 'commun']"
2705,2971,640645707511128064,neutral,"['you', 'baaad', 'mutha', 'shut', 'yo', 'mouth', 'just', 'heard', 'the', 'interview', 'for', 'your', 'memoir', 'sunday', 'your', 'like', 'an', 'oracl', 'a', 'shin', 'star']"
2706,2972,640666274427740160,positive,"['our', 'ina', 'amp', 'oracl', 'locat', 'will', 'be', 'close', 'tomorrow', 'theth', 'but', 'we', 'know', 'you', 'need', 'to', 'fill', 'your', 'smoothi', 'crave']"
2707,2973,640726829267988481,positive,"['oracl', 'realli', 'stood', 'and', 'deliv', 'proud', 'of', 'how', 'the', 'south', 'perform']"
2708,2974,640896882475200512,positive,"['wake', 'up', 'to', 'databas', 'innov', 'with', 'oracl', 'breakfast', 'brief', 'sep', 'london']"
2709,2975,641604585270968320,positive,"['enjoy', 'lunch', 'on', 'sept', 'and', 'learn', 'how', 'you', 'can', 'improv', 'your', 'databas', 'perform', 'while', 'reduc', 'oracl', 'licens', 'cost']"
2710,2978,635884936143069184,neutral,"['protest', 'the', 'protest', 'of', 'plan', 'parenthood', 'thi', 'past', 'saturday', 'in', 'austin', 'texa', 'littl', 'did', 'i', 'know', 'be', 'in']"
2711,2980,635931460738920449,neutral,"['fay', 'wattleton', 'wa', 'the', 'youngest', 'longest', 'tenur', 'ampst', 'black', 'presid', 'of', 'plan', 'parenthood', 'a', 'qampa', 'wher', 'daughter']"
2712,2981,635943595661332480,neutral,"['saturday', 'ralli', 'to', 'defund', 'plan', 'parenthood', 'drew', 'hundr', 'in', 'co', 'still', 'a', 'day', 'of', 'prayer', 'and', 'fast']"
2713,2982,635945880017743872,neutral,"['ill', 'be', 'talk', 'about', 'plan', 'parenthood', 'and', 'the', 'christian', 'respons', 'wednesday', 'on', 'periscop']"
2714,2983,636038510982524929,neutral,"['betweenam', 'andam', 'tomorrow', 'we', 'may', 'see', 'the', 'next', 'plan', 'parenthood', 'video', 'check', 'here']"
2715,2984,636144468354314240,positive,"['while', 'in', 'undergrad', 'plan', 'parenthood', 'may', 'as', 'well', 'have', 'been', 'anoth', 'class', 'i', 'took', 'i', 'learn', 'so', 'much', 'about', 'my']"
2716,2985,636163844969070592,negative,"['pic', 'from', 'sat', 'protest', 'of', 'plan', 'parenthood', 'in', 'brightondid', 'you', 'give', 'thi', 'ani', 'coverag']"
2717,2986,636170210232401920,neutral,"['theth', 'video', 'about', 'plan', 'parenthood', 'ha', 'come', 'out', 'in', 'light', 'of', 'thi', 'it', 'import', 'to', 'rememb', 'that', 'for']"
2718,2987,636172881404264448,neutral,"['theth', 'center', 'for', 'medic', 'progress', 'plan', 'parenthood', 'expos', 'video', 'is', 'up', 'interview', 'with', 'stem', 'express', 'ceo', 'cate']"
2719,2988,636201360623427584,negative,"['open', 'devil', 'worship', 'come', 'to', 'the', 'rescu', 'of', 'plan', 'parenthood']"
2720,2989,636211945700478976,negative,"['on', 'plan', 'parenthood', 'video', 'it', 'grotesqu', 'it', 'barbar', 'and', 'there', 'more', 'to', 'come', 'via']"
2721,2990,636285375598698497,negative,"['gop', 'leader', 'are', 'will', 'and', 'readi', 'for', 'the', 'govern', 'to', 'shutdown', 'over', 'fund', 'of', 'plan', 'parenthood', 'fund', 'run', 'out', 'septemberth']"
2722,2991,636333651416879105,negative,"['plan', 'parenthood', 'may', 'give', 'other', 'free', 'servic', 'to', 'peopl', 'who', 'need', 'them', 'but', 'it', 'is', 'onli', 'the', 'top', 'provid', 'in', 'one', 'thing', 'abort']"
2723,2992,636379430336774144,positive,"['she', 'may', 'be', 'my', 'favorit', 'libertarian', 'writer', 'right', 'now', 'her', 'respons', 'to', 'the', 'plan', 'parenthood', 'controversi', 'wa', 'on', 'point']"
2724,2993,636438396886515712,neutral,"['interest', 'methink', 'the', 'one', 'babi', 'that', 'surviv', 'plan', 'parenthood', 'wa', 'irand', 'think', 'about', 'it']"
2725,2994,636583750915215360,positive,"['jeb', 'bush', 'say', 'he', 'cut', 'off', 'fund', 'to', 'plan', 'parenthood', 'as', 'governor', 'politifact', 'florida']"
2726,2995,636603480715718656,negative,"['ye', 'and', 'cruz', 'is', 'scheme', 'to', 'shut', 'down', 'the', 'govt', 'in', 'nov', 'over', 'plan', 'parenthood', 'fund']"
2727,2996,636667049687707649,positive,"['paul', 'say', 'even', 'though', 'they', 'may', 'not', 'have', 'vote', 'to', 'defund', 'plan', 'parenthood', 'im', 'go', 'to', 'make', 'them', 'vote']"
2728,2997,636674888195960832,neutral,"['one', 'of', 'our', 'staff', 'member', 'give', 'a', 'speech', 'at', 'the', 'protest', 'in', 'front', 'of', 'plan', 'parenthood', 'in', 'orang', 'on', 'saturday']"
2729,2998,636713827862736896,neutral,"['ted', 'cruz', 'pledg', 'doj', 'will', 'open', 'investig', 'of', 'plan', 'parenthood', 'onst', 'day', 'in', 'offic']"
2730,2999,636725841137954816,positive,"['these', 'plan', 'parenthood', 'commerci', 'are', 'beauti', 'bc', 'they', 'inform', 'the', 'public', 'that', 'they', 'are', 'so', 'much', 'more', 'than', 'what', 'mani', 'may', 'think', 'to', 'be', 'true']"
2731,3000,636727401075077120,negative,"['state', '+', 'feder', 'fund', 'combin', 'are', 'about', 'a', 'third', 'of', 'plan', 'parenthood', 'fund', 'let', 'take', 'back', 'therd', 'it', 'will', 'help', 'with', 'the', 'deficit', 'not']"
2732,3002,636764945896443904,negative,"['prochoic', 'uniteblu', 'plan', 'parenthood', 'foggi', 'evil', 'on', 'tuesday', 'the', 'center', 'for', 'medic', 'pr', 'plannedparenthood']"
2733,3003,636925087355170816,neutral,"['govtshutdown', 'caucu', 'may', 'not', 'be', 'readi', 'to', 'go', 'to', 'the', 'mattress', 'over', 'plan', 'parenthood']"
2734,3004,636965183814893568,neutral,"['texa', 'will', 'defund', 'cancer', 'screen', 'at', 'plan', 'parenthood', 'start', 'septemb', 'here', 'what', 'the', 'media', 'need', 'to', 'know']"
2735,3005,637038773562269696,negative,"['plan', 'parenthood', 'joseph', 'mengel', 'and', 'adolf', 'hitler', 'salut', 'you', 'youv', 'done', 'well', 'for', 'therd', 'reich']"
2736,3006,637051662029463552,negative,"['nice', 'tri', 'but', 'whi', 'do', 'you', 'lie', 'obama', 'lie', 'plan', 'parenthood', 'doe', 'not', 'provid', 'mammogram']"
2737,3007,637086073299050496,positive,"['so', 'that', 'we', 'may', 'spend', 'etern', 'with', 'him', 'in', 'heaven', 'plan', 'parenthood', 'must', 'be', 'shut', 'down', 'violenc', 'beget', 'violenc', 'respect', 'all', 'live']"
2738,3008,637258001510961152,neutral,"['do', 'you', 'live', 'near', 'york', 'come', 'stand', 'with', 'plan', 'parenthood', 'next', 'thursday', 'detail', 'here']"
2739,3009,637305388216524800,negative,"['it', 'would', 'be', 'refresh', 'for', 'cnn', 'to', 'give', 'as', 'much', 'attent', 'to', 'the', 'monster', 'at', 'plan', 'parenthood', 'as', 'you', 'are', 'to', 'a', 'panda']"
2740,3010,637320036248592384,negative,"['plan', 'parenthood', 'to', 'give', 'out', 'free', 'handgun', 'with', 'all', 'abort', 'effect', 'septemberst']"
2741,3011,637328456963850240,positive,"['they', 'all', 'want', 'to', 'defund', 'plan', 'parenthood', 'thank', 'god', 'for', 'that']"
2742,3012,637351806247522304,neutral,"['reuter', 'plan', 'parenthood', 'file', 'a', 'complaint', 'in', 'alabama', 'feder', 'on', 'friday', 'seek', 'to', 'stop', 'the', 'state', 'from', 'defund', 'it', 'health', 'cli']"
2743,3013,637388683004407808,neutral,"['jindal', 'claim', 'that', 'plan', 'parenthood', 'cant', 'sue', 'may', 'not', 'hold', 'up', 'expert', 'say', 'becaus', 'he', 'ha', 'a', 'law', 'degreep']"
2744,3014,637404977707794432,negative,"['catch', 'up', 'on', 'sunday', 'nytimesst', 'thing', 'bobbi', 'jindal', 'is', 'go', 'to', 'do', 'as', 'presid', 'is', 'invad', 'plan', 'parenthood', 'lol']"
2745,3015,637529124924321792,negative,"['th', 'the', 'pay', 'of', 'a', 'typic', 'ceo', 'nice', 'plan', 'parenthood', 'still', 'a', 'nonprofit', 'appendectomi', 'kill', 'appendix']"
2746,3016,637565014338076673,negative,"['is', 'thest', 'to', 'call', 'a', 'black', 'man', 'a', 'niggaz', 'amp', 'call', 'black', 'women', 'bitch', 'whi', 'he', 'support', 'plan', 'parenthood']"
2747,3017,637641239999942657,positive,"['join', 'us', 'at', 'the', 'stand', 'with', 'plan', 'parenthood', 'ralli', 'in', 'york', 'next', 'thursday', 'rsvp', 'here', 'now']"
2748,3018,637658691651682304,negative,"['come', 'out', 'swing', 'at', 'plan', 'parenthood', 're', 'video', 'say', 'onst', 'day', 'in', 'offic', 'he', 'wld', 'instruct', 'doj', 'to', 'investig']"
2749,3019,637705802095194112,negative,"['plan', 'parenthood', 'admit', 'it', 'manipul', 'rule', 'on', 'fetal', 'organ', 'sale', 'to', 'maxim', 'profit', 'washington', 'time']"
2750,3020,638053408965021696,negative,"['investig', 'video', 'reveal', 'plan', 'parenthood', 'may', 'be', 'commit', 'infanticid', 'babi', 'born', 'aliv', 'murder', 'and', 'sold', 'aclj', 'with', 'child', 'kjv']"
2751,3021,638344432245276672,neutral,"['plan', 'parenthood', 'fight', 'and', 'the', 'fed', 'the', 'fed', 'may', 'want', 'to', 'get', 'ahead', 'of', 'polici', 'risk', 'and', 'increas', 'interest', 'rate']"
2752,3022,638389003151110145,negative,"['plan', 'parenthood', 'vp', 'say', 'fetus', 'may', 'come', 'out', 'intact', 'agre', 'payment', 'specif', 'to', 'the', 'specimen', 'via']"
2753,3023,638451699452149760,negative,"['you', 'may', 'tri', 'to', 'suffer', 'for', 'there', 'is', 'cast', 'into', 'the', 'plan', 'parenthood', 'facil', 'in', 'your', 'gift', 'you', 'are', 'abov', 'everi', 'decis', 'is', 'at', 'work', 'for', 'p']"
2754,3024,638470381209174016,negative,"['on', 'sunday', 'morn', 'pastor', 'rob', 'mccoy', 'address', 'the', 'atroc', 'of', 'plan', 'parenthood', 'and', 'their', 'sell', 'of', 'babi', 'bodi']"
2755,3025,638479211263463424,negative,"['if', 'you', 'are', 'still', 'wonder', 'what', 'law', 'have', 'been', 'broken', 'by', 'plan', 'parenthood', 'read', 'cmp', 'open', 'letter', 'defundpp']"
2756,3026,638519370902294530,neutral,"['also', 'didnt', 'budg', 'on', 'back', 'plan', 'parenthood', 'came', 'out', 'for', 'boot', 'on', 'the', 'ground', 'to', 'defeat', 'isi', 'back', 'to', 'everywher', 'fri']"
2757,3027,638640331299405824,negative,"['he', 'call', 'out', 'the', 'slime', 'in', 'dc', 'i', 'dont', 'like', 'hi', 'support', 'of', 'plan', 'parenthood', 'i', 'think', 'he', 'tax', 'plan', 'may', 'be', 'lax']"
2758,3028,638760832822734848,negative,"['prolif', 'held', 'a', 'larg', 'ralli', 'in', 'petoskey', 'on', 'saturday', 'they', 'were', 'protest', 'plan', 'parenthood', 'the', 'nation']"
2759,3029,638768064427855872,negative,"['if', 'it', 'werent', 'for', 'christian', 'the', 'aztec', 'would', 'never', 'have', 'stop', 'kill', 'babi', 'like', 'plan', 'parenthood', 'doe']"
2760,3030,638856131004243968,neutral,"['icymi', 'here', 'what', 'you', 'must', 'know', 'about', 'texa', 'decis', 'to', 'defund', 'cancer', 'screen', 'plan', 'parenthood', 'on', 'sept']"
2761,3031,638904223212642304,positive,"['i', 'will', 'be', 'watch', 'friday', 'night', 'at', 'est', 'your', 'special', 'report', 'on', 'the', 'plan', 'parenthood', 'scandal']"
2762,3032,638904316288327680,negative,"['love', 'my', 'butst', 'item', 'under', 'the', 'week', 'in', 'issu', 'about', 'plan', 'parenthood', 'scandal', 'wa', 'beneath', 'you', 'i', 'expect', 'a', 'littl', 'more', 'friend']"
2763,3033,638904475038654465,negative,"['ninth', 'shock', 'video', 'one', 'just', 'fell', 'out', 'of', 'the', 'womb', 'time', 'to', 'prosecut', 'plan', 'parenthood']"
2764,3035,638961808284479488,negative,"['missouri', 'health', 'dept', 'may', 'be', 'allow', 'plan', 'parenthood', 'to', 'break', 'the', 'law', 'to', 'do', 'abort']"
2765,3036,639051256133255168,negative,"['plan', 'parenthood', 'sell', 'intact', 'abort', 'babi', 'one', 'just', 'fell', 'out', 'of', 'the', 'womb']"
2766,3037,639055108936830976,negative,"['it', 'just', 'fell', 'out', 'of', 'the', 'wombth', 'sting', 'video', 'show', 'how', 'plan', 'parenthood', 'easili', 'get', 'intact', 'foetus', 'from']"
2767,3038,639118270843387904,negative,"['late', 'on', 'monday', 'the', 'obama', 'administr', 'file', 'a', 'socal', 'statement', 'of', 'interest', 'at', 'the', 'court', 'in', 'support', 'of', 'plan', 'parenthood']"
2768,3039,639213159589507072,negative,"['the', 'futur', 'must', 'not', 'belong', 'to', 'the', 'butcher', 'of', 'plan', 'parenthoodth', 'video', 'via']"
2769,3040,639234396814508032,positive,"['randpaul', 'tune', 'in', 'to', 'fox', 'news', 'friday', 'night', 'for', 'a', 'special', 'on', 'plan', 'parenthood', 'brought', 'to', 'you', 'by', 'shannonbream']"
2770,3041,639240002665320448,negative,"['just', 'becaus', 'the', 'media', 'wont', 'say', 'anyth', 'about', 'it', 'plan', 'parenthood', 'still', 'do', 'it', 'thrifti', 'genocid', 'thing']"
2771,3042,639315054249279488,neutral,"['they', 'follow', 'up', 'atpm', 'friday', 'with', 'a', 'fox', 'news', 'report', 'go', 'after', 'plan', 'parenthood']"
2772,3043,639404336506732545,neutral,"['anchor', 'special', 'on', 'the', 'plan', 'parenthood', 'swirl', 'tomorrow', 'night', 'talk', 'with', 'her', 'today', 'at']"
2773,3044,639422350056775681,negative,"['stop', 'the', 'slander', 'and', 'lie', 'about', 'plan', 'parenthood', 'arizona', 'at', 'work', 'is', 'on', 'the', 'air', 'thursdaypm', 'mst', 'az', 'time']"
2774,3045,639443548987912192,neutral,"['thank', 'you', 'for', 'produc', 'a', 'special', 'on', 'the', 'plan', 'parenthood', 'fetal', 'bodi', 'part', 'scandal', 'to', 'be', 'air', 'tomorrow', 'night', 'ppsellsbabypart']"
2775,3046,639451102291886084,negative,"['st', 'he', 'disallow', 'use', 'of', 'global', 'warm', 'nowgtgovernor', 'offic', 'scrub', 'press', 'releas', 'on', 'plan', 'parenthood', 'via']"
2776,3047,639544264226029568,positive,"['hope', 'your', 'tweet', 'mean', 'u', 'realiz', 'the', 'import', 'of', 'plan', 'parenthood', 'in', 'earli', 'cancer', 'screen', 'for', 'women', 'do', 'you']"
2777,3048,639591078882971648,neutral,"['tomorrow', 'ill', 'respond', 'to', 'the', 'oftenrep', 'abort', 'are', 'onli', 'of', 'what', 'plan', 'parenthood', 'doe', 'protestpp']"
2778,3049,639592214868262912,negative,"['satan', 'worship', 'align', 'with', 'plan', 'parenthood', 'to', 'defend', 'the', 'practic', 'of', 'chop', 'up', 'babi', 'for', 'profit']"
2779,3050,639648980847198208,negative,"['an', 'expos', 'on', 'what', 'is', 'realli', 'go', 'on', 'at', 'plan', 'parenthood', 'see', 'for', 'yourself', 'friday', 'at', 'pm', 'pst', 'on', 'foxnew']"
