,Id,Category,Tweet
3074,641625870763999232,negative,LIVE Im atst hearing on the callous videos of Planned Parenthoods alleged abortion practices 
3075,641635092570488832,negative,That awkward moment when the GOP puts Planned Parenthhod on trial without letting Planned Parenthood defend itself 
3076,641669938588086272,negative,may God bless you in your fight against Planned Parenthood Shutting down government would make sure women never get healthcare
3077,641138999617187840,positive,Seriously reminder that the Pope is no figurehead  He is the leader of the Catholic Church  He has real power limited though it may be
3078,641150602240593920,neutral,DAILY POST POPE reveals why he likes UHURU so much See what he told WAMALWA OBAMA may faint 
3079,641156889666035712,negative,Even the Pope thinks Cameron is a douche 
3080,641162416139558913,negative,The pope is being a bae again but I feel like the Catholic church could be giving more to relevant charities 
3081,641171086944694272,negative,Even when the Pope says something nice he is saying something rotten 
3082,641173711148744704,neutral,Cross Wires Tuesday headlines Popes Motu Proprio changes the way Catholics get annulments Catholic parishes 
3083,641176871145635840,negative,Hey the Pope missed your communique on just looking after the Christians  
3084,641184028490645504,positive,Love the combination of pics here Pope at the gate about to be released into the wild 
3085,641188082625044480,neutral,The Pope and Mussolini The Secret History of Pius XI and the Rise of Fascism in Europe review  Books  The Guardian 
3086,641205630599057408,neutral,Good Tuesday morning Big news out of the Vatican  Pope radically reforms Catholic Churchs process for annulling marriages 
3087,641210593794465792,negative,in similarly shocking news the sun is hot and the Pope is Catholic Cant believe there is anyone who trusts this woman
3088,641211344524460032,neutral,Beginning today at noon tickets will be available to the public for the Popes event on Saturday 
3089,641213495422259200,neutral, TeamVillanosFDL  Pope to make annulment changes Pope Francis is expected to announce revisions on Tuesday 
3090,641216724180709376,positive,Tickets to see the Pope go on sale today at noon  The rest go on sale tomorrow  Heres the link and all the info 
3091,641227698111574016,positive,This radical Pope is close to getting excommunicated  May the Force be with you always  
3092,641230963444465664,positive,DE LABORE SOLIS  He is the last Pope for the Prophecy  The Sun amp OUR Gods come back  
3093,641231945121185792,positive,KCCI Pope changes annulment process for divorced Pope Francis on Tuesday radically reformed the process by  
3094,641234323245412352,neutral,obama amp the pope are everywhere theyre getting everyone accustomed to seeing their faces everywhere when sunday law comes itll be normal
3096,641236215866490880,neutral,Life long Catholic but some of rules nonsensical  Remember Venial sin no meat on Fridays So I dont worry about Pope
3097,641238799599706112,negative,  And now the Pope who has forgiven annulments   I think his words were fuck and be fucked   I may have translated that wrong
3098,641240062118756352,positive,December begins the Popes year of mercy
3100,641249773928980480,positive,This pope is so cool I may just remake my MySpace so I can add him to my top
3101,641250877391695872,negative,Anyone else feel like Cool Pope may be in jeopardy of going down Julius Caesarstyle
3102,641250940218142720,neutral,We understand that the site should reopen next Tues Popes Urn will be officially launched by Lord True on Mon Sept
3103,641252712194179072,positive,Families take in refugees as Pope calls on Europes churches to open their doors st X I disagree with his Holiness
3104,641253026188144640,negative,Are they closing all schools the Pope visit or the Million man march anniversary Foolishness 
3105,641257580455665664,positive,Cmon do you wanna popular pope or a strong spiritual leader Popularity and the Pope catholic popefrancis
3107,641261535067770880,neutral,The Pope may get applause but it is actually another eg of the church being pulled along by modernity Still a long way to go
3108,641266192057896960,neutral,Pope simplifies Catholic marriage annulment Pope Francis making the most substantial changes to Catholic mar 
3109,641267403813449729,neutral,Re Pope is it possible to take MFL fromnd toth on MORNING of MONDAY Sept When does MFL resume regular schedstops
3110,641271370664443904,positive,Join the Moral March in Washington DC on September On September Pope Francis will address Congress on 
3111,641283483713728512,neutral,Tried to get Pope tickets but it sold out hotter than any concert  Will try tomorrow at noon
3112,641287967521263617,neutral,The Pope Wants To Make Annulling a Marriage Easier  Pope Francis on Tuesday revolutionized the procedure for Roma 
3113,641295790481231872,negative,It was just a matter of time This Popes day may be numbered as head of church gt Conservative dissent is cont 
3114,641298193871843328,neutral,Pope radically simplifies Catholic marriage annulment procedures VATICAN CITY Reuters  Pope Francis on Tuesday made it simpler an
3115,641304560162709504,positive,I just hope the You Only Pope Once pale ale doesnt go quite as fast in Cape May that weekend
3116,641308763308335104,neutral,World Popes faster annulment plan may mean less in US Pope Francis has just reformed t via 
3117,641312094567186436,neutral,Thanks pope Francis for quickie divorce VII stylend Council + Novus Ordo the work of Masonic infiltrators
3118,641312870786035716,neutral,Its been a hard days fishing  today myst fish a ruffe a good start I thought Id been blessed by the pope 
3119,641314853756510208,positive,call Hafiz saeed sir he may help u out Maybe Pope can b handy  Try it
3120,641317664384786436,positive,Celebrating the Pope What Makes Pope Francis Tick FREE webinar Septp EDT More info presents
3121,641323092208431104,positive,As a Jesuit Pope visits the US you may have questions about us Check out the US and Canada Jesuits resource page 
3122,641329554120908800,neutral,Pope Addresses Portugals Bishops onYearly Visit Pope Francis on Monday received in audience the bishops o 
3123,641330968587059201,neutral,Question Somebody settle this for me  when the pope comes in town the weekend of theth of 
3124,641331355687755776,positive,The Pope is only as nice as he has to be to lure you back in Cool Pope strikes again Pope Francis on Tuesday 
3125,641332059328397313,positive,Pope Francis USA tshirts on sale for  to Mr Hylkaroom by Thursdaypm These will be worn the day the pope arrives in the US
3126,641340308190400512,neutral,I wish the Pope would do ANYTHING other than canonize Serra when he visits my school on therd  I really like 
3127,641345098681225216,positive,Looks like I have a shot at getting tickets to the Popes Mass So if anyone isnt busy atEST tomorrow Id appreciate some help
3128,641346625059729408,positive,Pope Benedict XVIst to quit in about yrs feared a bad pope would be chosen  
3129,641352993003012097,positive,Hey everyone go vote so the POPE vs Woodstock game can be shown live on TV on Friday           
3130,641359485349441537,positive,Went on a tour of the Basilica where Michelangelo was buried Going to the Sistine Chapel tomorrow Pope is speaking there
3131,641359984568078336,negative,It was a Disrespectful Travestys for POTUS to send ProAborts Pelosi amp Biden to the Popes Installation 
3134,641368717570494464,positive,I am glad the Sanhedrin is back in business because of therd Temple and will be trying Obama and the Pope in absentia Well deserved
3135,641379710006611968,positive,If you missed out on Pope tix for Independence Halljust annnounced more tix avails onlineamppm Wed 
3136,641386039983128576,positive,LADY TECNIQ NEWS A Quick Pope Primer Things to Know Before His Historic Visit to the United States Later This Mon 
3137,641407191161765892,neutral,Popes faster annulment plan may not mean as much in the US 
3138,641408123404709889,positive,Today the Pope announced making it easy to get an annulment Coincidence that today is myth wedding anniversary omen wtf SignFromGod
3139,641412525930713088,neutral,Sen Schumer to announce Wednesday the winners of tickets to see Pope 
3140,641415505509773312,positive,WISCTV_News Popes marriage annulment changes expected to make church more inclusive news  
3144,641433386221830144,positive,We just had a great time with Joyce Coronel with The Catholic Sun  She interviewed several families who are going to see the Pope
3145,641436136515112961,neutral,Whats going on Tickets for pope Mass available Wednesday  The News Journal Get found gt 
3147,641439816933093380,positive,I wonder if the Pope watches our games  may be the quote of the season
3148,641440505943998464,neutral,My Jesuit university sent out an email saying the Pope will be giving mass at Madison Square Garden on Septemberth Starts at
3149,641448032014336000,neutral,so you balance out an American hero with a  woman beater Whos on tomorrow the pope and OJ
3150,641475702513102848,neutral,Is the Pope a Catholic Do they drive PU trucks in Alberta 
3152,641504331305455616,positive,Religions power is not in becoming more like you but in showing you an ideal to copy So while many may like the popes changesas an 
3153,641511801696464896,neutral,The Pope is way advanced than the century self hes probably inrd LMAO
3154,641512160649019392,neutral,Pope says marriage annulment should be free new rules may mean marriages can be annulled in just days in some cases
3155,641541239666442240,positive,so the pope visit the philippines somewhere in january
3156,641552481403674624,positive,Better call the Pope He may be more sympathetic one never knows
3157,641557033238556672,positive,Hope the Pope heard about it  
3158,641562494461456384,positive,September  CERN Pope meets congress for the first time ever Yall betta wake up Its bout to go down  
3159,641578663096401921,positive,The Pope is coming amp ourst graders are learning about his travels with Flat Francis Mrs Donohue youre awesome 
3160,641579926215266304,positive,Serbian President to Visit Pope Francis on Friday Serbian President Tomislav Nikolic will meet with Pope Fran 
3161,641581847084957696,negative,like how are ppl supposed to pay rent Should i ask the pope on theth when he comes
3162,641605895873363968,positive,Focus on Faith and Climate Change Pope Francis amp theth era of the Catholic Churchs engagement wscience Premium
3163,641609830575157248,neutral,More confusion from Francis the First Merciful Pope 
3164,641612134237929472,positive,Pope to make historic US Congress address on Sept  News  
3166,641612833893908480,positive,Pope concelebrates Mass with Armenian Patriarch History was made on Monday when Pope Francis concelebrated mo 
3167,641616155619258368,neutral,Skimmed it  May not LIKE the SCOTUS decision but its THE LAW No offense but your Pope Climate Change seriously 
3168,641625265542688768,neutral,oh there UE Monday ok I wonder what days well have cause of the Pope
3169,641631024808656896,positive,The LittleKnownth C Marriage Crisis amp the Great Pope Who Stood Firm  ChurchPOP 
3171,641643033134563328,positive,The Pope RSVPd Have you Take your selfie with the popup Pope at our Fall Social on Monday 
3172,641643922549288960,neutral,The theologians of the Church teach that the See may be vacant at the death or resignation of a Pope until a new one is elected
3173,641649333440499712,positive,tbh I may be even more excited about the Popes joint session with The US Congress than his public appearance Mass in philly
3174,641652726309502976,neutral,How the popes personal experience with annulments may have led to reforms via 
3175,641655938315894784,positive,Come say hello this Saturday at Founders Day Just look for the Pope 
3176,641657524609904640,negative,We just got an email warning us that THE POPE IS COMING in two weeks The next email said that BIEBER IS COMING tomorrow ACK
3177,626083470415134721,positive,Pride Parade  join the festivities this Sunday happening in the West End frompm 
3178,626130101478948864,positive,Embrace community diversity amp unity once again as the Pride Parade celebrates its existence for years this Sunday 
3179,626380716587266048,neutral,Find out about road closures on Saturday amp Sunday August due to Pride Parade amp Village Street Party at Brighton
3180,626461225405313024,neutral,btw from one gay babe to another what do u think i should wear to pride parade on saturday itll probably be raining but
3181,626472966235271168,neutral,I couldnt get Aug off Im so sad I really wanted to go to the pride parade
3182,626510385584177152,positive,In case you missed it or want to look for yourself last Sundaysst annual LdnOnt Pride Parade airs at pm tonight on Rogers TV
3183,626678338862497792,positive,Ill be joining in Vancouvers Pride Parade Sunday Walk with us burnaby vanpride lpc
3184,626733015495016448,positive,Bus services in Liverpool city centre will be affected on Saturday due to the Pride Parade 
3185,626751345903558656,positive,There better be a cold beer waiting for me at the finish line to the Pride Parade on Sunday thisisnotajoketweet
3186,626784786057678849,positive,SOGIC and LawyersWithPride are getting ready for the Pride Parade in Vancouver this Sunday Hope to see you there 
3187,626849425940459520,neutral,As much as I love Pride Parade you may have a point Jamaica isnt ready yet  
3188,626864737574326272,neutral,Jerusalem should have its next pride parade on Saturday  Cant cut people on the Sabbath
3189,626894920658350080,positive,ooh i should totally wear my fnatic tshirt to pride parade on saturday since its all pink n cute heh
3190,626905665563414530,positive,Its going to be a BIG weekend Pride parade official Patio Day amp a holiday Monday Check out out hoursgt 
3192,627001918305406976,neutral,YVR I need to find a wagon to borrow for the pride parade on Sunday Red flyer folding camp wagon etc Something to hold a cooler Halp
3193,627040267166744576,positive,Check out this awesome Cadillac De Ville that LINC will have for the Pride Parade on Sunday Very kindly 
3194,627104379917737984,positive,Ready for the Pride Parade on Sunday Heres the route so you can plan ahead PEAKMornings 
3195,627153671617413120,positive,I invite you to join me at the Pride Parade tomorrow We will be meeting in the Provincial Government parking lot atpm See you there
3196,627153843147702273,neutral,We add our regrets for yesterdays tragedy at the Pride Parade May Peace Happen during our time  Shabbat Shalimar  
3197,627181155679358976,positive,Samson Odin Thor Caesar have just arrived in Brighton to assist local officers with the Pride Parade tomorrow  PS 
3198,627186040055296000,positive,Good luck Thor SamsomOdin and Ceasar  Do the Mounties proud May tomorrows Pride Parade be a big success
3199,627227414918094848,positive,Good times  We are gearing up for the Pride Parade on Sunday  Come out and cheer us on Will be a great day 
3200,627264155607674880,positive,Diversity is a beautiful thing Watch for the burnabyschools float in Sundays PRIDE Parade 
3201,627398469448298496,positive,Today its the Pride Parade in Stockholm Its been raining the whole summer here but today sun is shining Because love is shining
3202,627544225278754816,positive,Such a brilliant day in buzzing Brighton Pride parade sun and beach Just wish and could have enjoyed it avec moi
3203,627559058388709383,positive,Pride parade outcome Lots of fun a heavy sun burn and back pain Wish I could party tonight but packing for GDCGamescom takes priority
3204,627607112269459456,positive,Join us at our pride picnic this Mon Augrd atpm the day after Pride Parade   Vancouver 
3205,627648889244422144,neutral,Due to the Pride Parade tomorrow the Free Shuttle will not pick up for the entire day Pls go to Vancouver
3206,627682318484832256,positive,Thanks for RT my dear By the way If you hear noise from the West its just this Sundays Pride Parade in Vancouver 
3207,627687854089609217,neutral,Look for me tomorrow with the and at Vancouvers Pride Parade 
3208,627841613394526208,negative,Horrible news The yo girl stabbed at the Pride Parade on Thursday died of her wounds BDE
3209,627843051856203777,negative,The worst the girl stabbed in the Pride parade has died   
3210,627856829670752256,positive,We will have to wait to hear from LPC ldr he is en route to Vancouver to march in the Pride Parade today cdnpoli
3212,627992113653792768,neutral,Photos Pride Parade in Vancouver Hundreds of thousands took to the streets Sunday in downtown Vancouver for  
3214,628037882523947008,positive,Video Pride Parade Vancouver Theth Annual Vancouver Pride Parade filled the streets of Vancouver Sunday  
3215,628540752289730560,positive,My wife is a devout Christian and she went to the Pride Parade on Sat and loved it
3216,628599397748707329,positive,The Pride Festival starts soon in CapeBreton Join the labour movement Saturday at the Pride Parade CBpoli canlab 
3217,628644381738835968,neutral,Close to people packed into Vancouvers West End Sunday afternoon to celebrate theth annual Pride Parade 
3218,628670372343189504,neutral,Sunday at the Pride Paradeby the look on his face Justin was just not ready
3219,629311671979352064,positive,woo my film is all ready for the exhibition Should be a super busy day on Sat Exhibition Pride parade fetish meet up and partying
3220,629716382553223169,neutral,March with in Clevelands Pride Parade tomorrow  
3221,629721843872698368,positive,Watch the Pride Parade live from Reykjavik on our web camera on theth of August atPM 
3222,630027162901442560,positive,We want your beautiful face in a photo w PeaceCar at the Pride Parade in Madison Sunday pride 
3223,630068484341272576,positive,Sunday is Pride Day Come tomorrow to to see Pride Parade and enjoy the day with exciting entertainment 
3224,630082111400214528,positive,Thanks for retweeting On the road home from summer holidays Back in Fredericton tomorrow and Ill be at the Pride Parade
3225,630098835532943360,positive,Meet up at Starbucks by the Capitol around tomorrow morning Clipboarding before the PRIDE parade
3226,630660065654099968,positive,The Dementia Community Roadshow vehicle will join Manchesters pride parade on Saturday August for the first time 
3228,630884316508200960,neutral,lola Vancouvers Pride Parade  Sun Protection  HereInVancouver has added a photo to the pool 
3229,632197817000402945,neutral,Some of our services will be affected tomorrow in Cardiff due to the Pride parade full details here 
3231,633325501889802240,positive,We will be walking in the Pride Parade on Saturday parade starts atpm  at FoundryMain St Let us know if you 
3232,633353657648480257,neutral,Ill be working Saturday but hope to watch the pride parade on Sunday canqueer ottawa
3235,634704389513584640,neutral,Are you attending the Pride Parade this weekend Join our float and march with us CapitalPride 
3236,634900294728609792,positive,Need something to do tomorrow Why not celebrate Pride with us by attending the Pride Parade Start time ispm 
3237,634985670914633728,neutral,Gay rights advocates say conservatives need to walk the talk not just march in Pride parade 
3238,635178479227502592,neutral,Pride Parade will take place in the downtown core tomorrow starting atpm Find out which roads are affected here 
3239,635184488235053056,neutral,LRT My mom just called to razz me about not inviting her to help decorate the Pride Parade float Im going to be in tomorrow
3240,635238468252209152,positive,Make plans to come join us at the Pride Parade tomorrow starting h  CapitalPride OttawaPride Ottawa
3241,635533688340516864,positive,We all deserve love and happiness It was lots of fun to attend theth Annual Pride Parade today 
3242,635543801654865921,positive,A fine afternoon photographing the Pride parade on Saturday afternoon BeHappy PrideGlasgow Pride
3243,635602757995601920,positive,Who wants to go to a Pride Parade with me Saturday
3244,636436362099601408,neutral,Fyi its Go Topless day on Sunday In NYC fans of gender equality will be marching in a Pride Parade 
3245,636491223235170304,neutral,There will be some road closures on Saturday for the Pride Parade details can be found here 
3246,636544055581802496,positive,sure Magneto McKellen is leading out the Pride parade in town on Saturday
3247,636662122190082048,neutral,Join YES Shelter in the Pride Parade Septthpm ampnbsp   Join the Youth Emergency Shelter as we 
3248,637050694231416832,positive,They should celebrate Masashi Kishimotos historic visit to New York Comic Con with a special Hokage Pride Parade downth Avenue
3249,637186895110279168,neutral,Parents in Zurich and going to Pride Parade tomorrow Im jealous 
3250,637283514472382464,positive,Remember that the Pride Parade is on tomorrow in Manchester If youre thinking of going to town therell be 
3251,637331460765163520,negative,Not sure Ill get to the Manchesters Pride parade tomorrow 
3252,637355250903580676,positive,Good luck to the Pride Parade tomorrow it the big city 
3253,637526017398018048,positive,s party was so friggin fun and amazing thank you for hosting it was soooo much fun again now the Pride Parade tomorrow lt
3254,637681671349780480,neutral,Im missing the Hannibal finale for ATX Pride Parade but cant wait to watch it tomorrow morning MurderHusbands
3255,637804121890816000,positive,Pleased to welcome the LGBT community to the Capital City for theth Annual Pride Parade in downtown Lansing 
3256,637805423702093824,positive,Were having a sausage party at Eth St frompmish Stop by after the Pride parade
3257,637922420259713024,positive,A pleasure and honour to march with at the Pride Parade in Manchester yesterday ManchesterPride  
3258,638432105303674881,positive,This Friday is the deadline to get your applications in for the Pride Parade  You can email them to 
3259,638802143638614016,positive,Anyone in Calgary going to the pride parade on Sunday  
3260,638810316906758144,positive,Pride Parade this Sunday  looks like its going to be huge  
3261,638869964615618560,positive,Getting the our look ready for the Pride Parade this Sunday in Calgary
3262,639418512986013697,positive,Watch Brian Burke right now    hes the Parade Marshall at the Pride Parade this Sunday
3263,639494256785096704,positive,My tartan will have to take a rest this year Im part of the broadcast crew for the Pride Parade on Sunday 
3265,639858179665469440,positive,Are you joining us for the Pride Parade on Sun Sept Starts at noon 
3266,639906380741132288,positive,Brian Burke will serve as grand marshal of the Calgary Pride Parade on Sunday 
3268,640244215524360192,positive,Planning on heading to the Pride Parade tomorrow Here are all the details YYCPride YYC
3269,640286310234636289,neutral,will the service disruption be fixed before the Pride Parade tomorrow
3270,640423627926581248,neutral,not a lot Id love to go to the Pride Parade on Sunday except its suppose to rain How about you
3271,640527482110636032,positive,Are you sure the Pride parade starts atst St SWI am pretty certain it isst St SE
3272,640561090716282880,positive,Sportsnet The FAN is a fan of the Pride Parade and we are so excited for it to get going Grab a seat onth 
3273,640593705309765632,neutral,Kootenay Pride Paradepm SEPTEMBER Back for itsth year the Pride Parade is the most visible 
3274,640753334127828992,negative,Obviously hes not going to march in the Pride parade in San Francisco says one of these nonCatholic fans 
3275,640903069979537408,positive,First the now the march in the Pride parade  this is awesome   
3276,641451130552221696,positive,Can it just be Sunday so I can go to Burlingtons Pride Parade
3277,624661429245898752,positive,If Ric Flair replaces Hogan on tough enough I may actually start watching it 
3278,625102450727501824,positive,I know its not Thursday but its Magnum TA and Ric Flair cmon  
3279,625104359706066944,positive,Ric Flair is also telling friends he may replace Hogan on ToughEnough
3280,625134851721576449,neutral,I feel in that department you may unfortunately be the Buddy Landel to his Ric Flair
3281,625333005301628929,positive, years ago today July Dusty Rhodes won hisrd and final NWA World title by defeating Ric Flair at the Great American Bash
3282,625543145271398400,positive,I said Whoo like Ric Flair and Im off on Wednesday so its finna be a TurntUpTuesday WHOO
3283,626124091486044160,positive,Tank top Tuesday with my boy RIC FLAIR
3284,626128343650467840,positive,Hmmm so it may not be Ric Flair after all someone else will be the new judge IS IT STONE COLD STEVE AUSTIN O
3286,626351624307519488,positive,I would like to see docs on British Bulldog Ric Flairs title wins amp the Royal Rumble match DocumentThisWWE 
3287,626516723647315972,neutral,My Bench would beth man Seth Rollins Chris Jericho Brock Lesnar Ric Flair and John Cena just kidding NOT CENA xD
3288,626590571038019584,neutral,Night of Champions on Augustth with WLW Ric Flair and Harley Race in Troy Missouri via 
3289,626971786249412608,positive,Joe Cronin Calling the Action Friday Night  The NATURE BOY Ric Flair Is in the House     
3290,626993614934175744,positive,I guess we will be doing lots of Bear Crawling in the AM They will sleep better and early tomorrow night at FCA Camp Wooo Ric Flair
3291,627103165406515200,neutral,Stuck going down the rabbit hole of watching old Ric Flair promos Hey its Friday
3292,627244571269984258,neutral,HE WAS ONLY RAH tbh I thought it would be Ric Flair to diest lol no disrespect to him
3293,627254658646568960,positive,Myst live event Intercontinental Champion RowdyRoddy Piper tagged with Hogan against Sid Justice amp Ric Flair RIPRoddyPiper
3294,627261917724147712,positive,I only saw Hot Rod live once when he fought Ric Flair at This Tuesday in Texas Its not on the PPV It was just for us
3295,627263473903345664,positive,When its Ric Flair I may take a week off of work 
3296,627268457554444288,neutral,Ric Flair on Roddy Piper  World Wont be the Same  Ric Flair  one of Roddy Pipers longest and closest fri 
3298,627308467150196736,positive,OK then I probably watched that one too  I remember Ric Flair  I loved the Monday Night Wars
3299,628772567143190528,positive,Tomorrow for my birthday Ill be carrying around a boombox on my shoulder listening to Ric Flair by all day
3300,629368536276836354,neutral,Just read that there may be a RVD Farewell Tour similar to the one Ric Flair had up too Wrestlemania 
3301,630592330144157696,positive,Heyyyyyy cool Ric Flair is debuting the big gold belt on this episode of NWA Saturday Night
3302,631299250438205440,negative,was a part of it still crying still saying goodbyeRic Flair may you live foreverway too much loss lately  
3303,631697205653544960,positive,Roddy Pipers funeral was held Tuesday Some of the most notable names that attended included Ric Flair Triple H 
3304,632955463361892352,neutral,I believe it just may be  to at least tie Ric Flairs World Title record than the expected John Cena
3305,633330436777902082,negative,If Cena wins on Sunday it will disrespect the legacy of Ric Flair  Make the right choice for the win
3306,633375409564880896,neutral,How would you have felt if Ric Flair made the jump to the WWF during the Monday Night Wars Would it have helpe 
3307,633432787068915712,neutral,Um surprised u aint say Cena tying up with Ric Flair this Sunday with the new stipulation they JUST MADE lmao
3308,633462328588148736,neutral,Theres one difference here HHH was never Ric Flairs bitch  This Sunday Im going to make you mine  SIGNED MIC DROP SPOT ON RAW
3310,633462429146587136,positive,Triple H was never Ric Flairs bitch but Sunday Cena will make Rollins his   Wow RAW
3311,633462467792928768,neutral,Rollins you better win on sunday at Summerslam I do not want Super Cena to tie Ric FlairsTime World Title reigns Raw TitleForTitle
3312,633462635640586240,positive,HHH was never Ric Flairs bitch Sunday Im going to make you mine
3314,633463641656832004,positive,Triple H was never Ric Flairs bitch This Sunday imma make you mine  Phenomenal promo by Cena Matt
3315,633464447919456256,neutral,Triple H was NECER Ric Flairs bitchm this Sunday i will make you mine RAW SummerSlam
3316,633464476227006464,positive,Triple H was never Ric Flairs Bitch this Sunday Im guna make you mine  SummerSlam Badass 
3317,633464820113641472,neutral,I cant watch Monday Night Raw anymore I miss the Stone Cold Steve Austin Ric Flair Shawn Michaels Eddie Guerrero amp the Hardy Brothers
3318,633466691037466624,positive,Triple H was never Ric Flairs bitchthis Sunday Im gonna make you mine   John Cena Raw TitleforTitle JohnCena  Truth
3319,633469789264965632,positive,was never Ric Flairs bitch But this Sunday Ill make you mine John Cena beautifulwords Cenation
3320,633477953905537024,neutral,Triple H was never Ric Flairs bitch But this Sunday in gonna make you mine SCRIPTED Well delivered But scripted
3321,633498667266232320,positive,Best John Cena mic speech ever HHH was never Ric Flairs bitch this Sunday Im a make u mine That was badass TitleForTitle
3322,633507400549400576,negative,You may break the record but youre no Ric Flair Mr Cena
3323,633513986424619008,negative,Imma cry if Cena win the WWE Title this Sunday There is no way he should tie Ric Flairs record for most world title reigns
3324,633549773337964545,neutral,Triple H was never Ric Flairs bitch but this Sunday Im gonna make you mine No pressure Rollins look at that look from HHH Raw
3325,633573343027949568,negative,Legendary  killing on mic Triple H  was never Ric Flair bitchh this sunday i make you mine RAW TitleForTitle NGU
3326,633598022723760132,negative,If Cena ties Ric Flairsth World Titles that will truly be a slap in the face of Flair Ridiculous RAW
3327,633636321198764032,positive,whispers Ric Flair is at least a seventeen time World Champion John Cena wont tie him if he wins on Sunday
3328,633878898418188289,positive,He may be aiming for Ric Flair but comes off more like Billy Gunn ~ anonymous WWE veteran in PWI about Dolph Ziggler  Wow
3329,633889626797801472,positive,Oh are you so sweet to me Ready to tie Ric Flair this Sunday
3330,633893654143324160,positive,John Cena  WWE Universe Tripple H was never Ric flairs bitch this sun I will make u mine hehehehe cant wait for Summerslam
3332,634028428681875457,positive,Who so ever hate you doesnt matterI know that you will be theth time champ And hope you will break Ric Flairs recordNeverGiveUp
3333,634207912278294530,positive,my mother baby sat Ric Flair woo my brush with fame
3334,634405858114412544,positive,Triple h was never Ric flairs bitch this sunday i m gonna make you mine john_cena 
3335,634451152164274176,positive,STONE COLD STEVE AUSTIN amp Wooooo RIC FLAIR is sat next to WWESuperman RIGHT NOW here in the hotel bar FlyingHigh WWE Summerslam week
3339,635249738506305536,neutral,I hope Ric Flair prevents John Cena from getting histh title Wwe write that into the script 
3340,635600103001165824,positive,Ready to see  win the championship for theth time  Tying the legend Ric Flair
3341,635617349287182336,neutral,Will John Cena tie Ric Flair tonight by winning histh world title SummerSlam
3342,635619068234629121,neutral,Title for Title match winner take all will it be Seth Rollins or will John Cena becometh time World Champ amp tie Ric Flair SummerSlam
3343,635622687893680128,neutral,Did you all know that Ric Flair was handed the belt on theth time SummerSlam
3344,635622739747938304,neutral,Ric Flair  Beloved Legend John Cena  Hated by pure wrestling fans  Even if he wins theth titleThey wont be Equal EVER SummerSlam
3345,635674639511916545,neutral,Like Ric Flairsth World Title everyone gets all worked up about Nash literally handed it to him Lost it about an hour later
3347,635995369558700032,neutral,Ric Flair says he was rooting for John Cena WWE RAW  Results 
3348,635995703857147906,neutral,Quick reminder to folks agreeing with Jon Ric Flairsth reign came via Kevin Nash handing him the title He lost it about an hour later
3349,635995769204535297,neutral,Wait Is what Ric Flair saying true Did Jon Stewart costing theth Title put us in an alternate reality RAW
3350,636006516861083648,positive,John Stewartsnd Act Going toetotoe with John Cena amp Ric Flair in the ring 
3352,636016819300466688,positive,Tonights episode of Monday Night Raw was lit af the Dudley boysRic Flair and Sting Like yo wth
3353,636027884558159873,positive,Sting Ric Flair amp the Dudley Boyz Thank you Mon Night Raw
3354,636048847223943168,positive,Great Monday Night Raw episode tonight Stings Ric Flair and The Dudley Boyz all return cant wait for the next PPV WWERaw WWE
3355,636153239298306048,positive,I honestly think Im still Marking Out from last nights RAWst the Dudley Boyz  Then Ric Flair And then Sting D WWE
3356,636266471945932800,neutral,Steve Sarkisian was about drunkard up as Ric Flair on Monday Night Raw
3357,636310021089923074,positive,CHARLOTTE the DAUGHTER OF RIC FLAIR called the Four Horsemen the best group in WWE history RAW
3358,636376500925808640,positive,He needs to walk tomorrow flip the bat and begin strutting like Ric Flair  
3359,636564937758916608,positive,Odd because Cena and Nikki were seen laughing with Ric Flair Saturday or Sunday 
3360,636623813837361153,positive,Ric Flair is going to be at Sidebar on Friday I must go
3361,636667221452922880,positive,I hope that when wins for theth time Ric Flair comes out to congratulate him Unless Jon Stewart interferes
3362,636731010521153536,neutral,Ric Flair on theth anniversary of Raw
3363,636871042791813120,neutral,Tripple H was never Ric Flairs BitchBut this Sunday Ima make you mine     John Cena to Seth Rollins
3364,637063126693900288,positive,Ric Flair The Nature Boy at the Steel City Con Decemberth andth I will not be talking to any of you 
3365,637084072330797056,positive,I just took a Coach Freeze clip out of the new intro to make room for Ric Flair I love my job New intro debuts tomorrow
3366,637238331097673728,neutral,lol Keller insinuating Ric Flair may have fed Meltzer the Cena is holding Charlotte down story
3367,637301999650734081,positive,What do you mean Laurence The Dudleys Ric Flair and Sting were on Raw Monday Taker wrestled Sunday It IS thes
3368,637635039526715392,neutral,Space Mountain may be the oldest ride in the park BUT it has the longest line Ric Flair 
3369,639088763898068992,positive,If defeats Nikki Bella at nightofchampions it Should be similar to how Ric Flair beat Dusty Rhodes to win hisst title
3370,639131130801864704,neutral,Maybe thend Monster was a bad idea in hindsight Feel more amped up than Ric Flair on speed
3371,639554421450518528,positive,The notion Nikki doesnt deserve to break the record is laughable AJ wasnt Ric Flair Hell Nikki may be better now than AJ ever was
3372,639642857159180288,positive, years ago I saw Ric Flair wrestle at age in the very building Ill see wrestle in tomorrow night Mindblowing
3373,639878819982217216,positive,its friday so give me two claps and a Ric Flair
3374,640316079282225152,positive,We are underway in Iowa for Saturday Night Anarchy Managed by the new General Manager of Anarchy Ric Flair
3375,640935299040837632,neutral,I take it you heard Ric Flair is at Dreamwave in Jan
